14824,places,places,1,2.91966932253798E-213
14824,people,places,0,2.91966932253798E-213
14825,places,places,1,2.47926587985995E-52
14825,people,places,0,2.47926587985995E-52
14826,places,unknown,0,9.88131291682493E-324
14826,topics,unknown,0,9.88131291682493E-324
14826,places,unknown,0,9.88131291682493E-324
14826,places,unknown,0,9.88131291682493E-324
14826,places,unknown,0,9.88131291682493E-324
14826,places,unknown,0,9.88131291682493E-324
14826,places,unknown,0,9.88131291682493E-324
14826,places,unknown,0,9.88131291682493E-324
14827,places,places,1,6.96574013067085E-107
14828,places,places,1,7.60431788050819E-62
14828,topics,places,0,7.60431788050819E-62
14829,topics,places,0,3.24460632563811E-62
14829,places,places,1,3.24460632563811E-62
14829,topics,places,0,3.24460632563811E-62
14830,places,places,1,2.08037459660926E-67
14830,places,places,1,2.08037459660926E-67
14831,places,places,1,5.77786466601978E-43
14832,topics,places,0,9.29276598090359E-70
14832,topics,places,0,9.29276598090359E-70
14832,topics,places,0,9.29276598090359E-70
14832,topics,places,0,9.29276598090359E-70
14832,places,places,1,9.29276598090359E-70
14832,topics,places,0,9.29276598090359E-70
14832,topics,places,0,9.29276598090359E-70
14832,topics,places,0,9.29276598090359E-70
14833,places,places,1,1.13896311277159E-50
14833,topics,places,0,1.13896311277159E-50
14833,places,places,1,1.13896311277159E-50
14833,topics,places,0,1.13896311277159E-50
14834,places,places,1,4.03231676033156E-30
14834,places,places,1,4.03231676033156E-30
14837,places,places,1,1.44147251676041E-54
14838,places,places,1,2.04176012429719E-73
14839,topics,places,0,1.07830582004282E-111
14839,places,places,1,1.07830582004282E-111
14840,places,places,1,5.85863426891325E-164
14840,topics,places,0,5.85863426891325E-164
14840,topics,places,0,5.85863426891325E-164
14840,places,places,1,5.85863426891325E-164
14840,topics,places,0,5.85863426891325E-164
14840,places,places,1,5.85863426891325E-164
14840,topics,places,0,5.85863426891325E-164
14840,topics,places,0,5.85863426891325E-164
14841,places,places,1,8.60882533016535E-18
14841,topics,places,0,8.60882533016535E-18
14841,topics,places,0,8.60882533016535E-18
14841,places,places,1,8.60882533016535E-18
14842,topics,places,0,3.89812617446252E-36
14842,places,places,1,3.89812617446252E-36
14843,places,places,1,6.32788131180189E-291
14843,topics,places,0,6.32788131180189E-291
14843,places,places,1,6.32788131180189E-291
14844,places,places,1,3.06459031158562E-48
14844,topics,places,0,3.06459031158562E-48
14844,people,places,0,3.06459031158562E-48
14845,places,places,1,6.21895018110686E-58
14846,places,places,1,8.5340282466211E-29
14847,places,places,1,8.75607576916665E-13
14849,topics,places,0,4.84395390799778E-123
14849,topics,places,0,4.84395390799778E-123
14850,places,places,1,1.45210733033121E-36
14850,orgs,places,0,1.45210733033121E-36
14850,places,places,1,1.45210733033121E-36
14850,orgs,places,0,1.45210733033121E-36
14851,places,places,1,1.11510753756812E-24
14852,topics,places,0,7.87928213099106E-114
14852,places,places,1,7.87928213099106E-114
14852,topics,places,0,7.87928213099106E-114
14853,places,places,1,1.21380473233658E-314
14854,places,places,1,1.52964726200264E-27
14854,topics,places,0,1.52964726200264E-27
14856,places,places,1,1.16570302998059E-26
14857,places,places,1,1.70725206838476E-232
14858,places,places,1,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,places,places,1,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,places,places,1,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,places,places,1,2.74266825084622E-205
14858,places,places,1,2.74266825084622E-205
14858,topics,places,0,2.74266825084622E-205
14858,people,places,0,2.74266825084622E-205
14859,topics,places,0,8.16043915095933E-44
14859,places,places,1,8.16043915095933E-44
14861,topics,topics,1,1.21285760670727E-53
14861,topics,topics,1,1.21285760670727E-53
14862,places,places,1,1.14597393406677E-120
14862,topics,places,0,1.14597393406677E-120
14862,topics,places,0,1.14597393406677E-120
14862,places,places,1,1.14597393406677E-120
14863,places,places,1,2.4138728189596E-131
